Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.02.20 23:20
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-12) ** Tampa International Ap FL USA TMY3 WMO#=722110

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over         0.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,0.00,0.00,0.00
,Net Site Energy,0.00,0.00,0.00
,Total Source Energy,0.00,0.00,0.00
,Net Source Energy,0.00,0.00,0.00


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,10200.00
,Net Conditioned Building Area,9946.10
,Unconditioned Building Area,253.90


End Uses

,,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,5FXLABXRESTROOM1:LAB FAN COIL UNIT HEATING COIL,COIL:HEATING:WATER,ZONEHVAC:FOURPIPEFANCOIL,5FXLABXRESTROOM1:LAB FAN COIL UNIT,5237.444,5237.444,0.143308,0.00025457,361.092,,6/15 00:30:00,,6/15 00:30:00,5237.44,5237.44,0.143308,20.00,10.49,0.00400000,50.00,21.23,0.00400000,27.30,0.01957599,25.28,0.0000,20.00,0.00400000,27.6639,0.00,0.00,9321.24,9321.24
,3FXFFCXCXDYLGHTNG:OFFICE FAN COIL UNIT COOLING COIL,COIL:COOLING:WATER,ZONEHVAC:FOURPIPEFANCOIL,3FXFFCXCXDYLGHTNG:OFFICE FAN COIL UNIT,15670.264,-999.000,1.009629,0.00101813,-999.000,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,unknown,9/15 17:00:00,15670.26,12897.03,1.009629,24.12,17.69,0.01000703,14.00,13.07,0.00900000,31.96,0.01835865,25.73,0.0000,24.00,0.01000703,53.7114,12411.31,0.00,15699.71,11747.25
,3FXFFCXCXDYLGHTNG:OFFICE FAN COIL UNIT HEATING COIL,COIL:HEATING:WATER,ZONEHVAC:FOURPIPEFANCOIL,3FXFFCXCXDYLGHTNG:OFFICE FAN COIL UNIT,14609.689,14609.689,0.399753,0.00071012,1007.256,,6/15 00:30:00,,6/15 00:30:00,14609.69,14609.69,0.399753,20.00,10.49,0.00400000,50.00,21.23,0.00400000,27.30,0.01957599,25.28,0.0000,20.00,0.00400000,27.6639,0.00,0.00,26001.32,26001.32
,3FXOFFICEXAC1:OFFICE FAN COIL UNIT COOLING COIL,COIL:COOLING:WATER,ZONEHVAC:FOURPIPEFANCOIL,3FXOFFICEXAC1:OFFICE FAN COIL UNIT,14459.603,-999.000,0.913607,0.00093947,-999.000,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,unknown,9/15 17:00:00,14459.60,11695.24,0.913607,24.12,17.77,0.01010696,14.00,13.07,0.00900000,31.96,0.01835865,25.73,0.0000,24.00,0.01010696,54.2391,11230.93,0.00,14487.05,10695.32
,3FXOFFICEXAC1:OFFICE FAN COIL UNIT HEATING COIL,COIL:HEATING:WATER,ZONEHVAC:FOURPIPEFANCOIL,3FXOFFICEXAC1:OFFICE FAN COIL UNIT,14609.689,14609.689,0.399753,0.00071012,1007.256,,6/15 00:30:00,,6/15 00:30:00,14609.69,14609.69,0.399753,20.00,10.49,0.00400000,50.00,21.23,0.00400000,27.30,0.01957599,25.28,0.0000,20.00,0.00400000,27.6639,0.00,0.00,26001.32,26001.32
,AIR LOOP 2 AHU COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,AIR LOOP 2,147161.250,-999.000,2.728200,0.00956115,-999.000,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 13:00:00,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,147161.25,61870.82,2.728200,31.67,26.36,0.01958288,14.16,13.22,0.00906130,31.67,0.01958288,26.36,86.4556,23.99,0.01397205,74.5581,35125.58,0.00,83717.09,54285.75
,AIR LOOP AHU COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,AIR LOOP,164393.472,-999.000,3.144618,0.01068074,-999.000,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 16:30:00,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 16:30:00,164393.47,73325.13,3.144618,32.23,26.06,0.01881460,14.16,13.22,0.00906090,32.23,0.01881460,26.06,100.0000,24.00,0.01027844,55.1457,67905.61,0.00,95379.97,61992.29
,AIR LOOP 3 AHU COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,AIR LOOP 3,172511.022,-999.000,3.306594,0.01120814,-999.000,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 15:00:00,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,172511.02,76462.46,3.306594,32.07,26.04,0.01884597,14.16,13.22,0.00906091,32.07,0.01884597,26.04,100.0000,24.00,0.01028528,55.1877,64766.83,0.00,100257.03,65167.49
,AIR LOOP 4 AHU COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,AIR LOOP 4,181632.180,-999.000,3.491504,0.01180074,-999.000,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,181632.18,80704.33,3.491504,32.06,26.01,0.01879957,14.16,13.22,0.00906089,32.06,0.01879957,26.01,100.0000,24.00,0.01025277,55.0141,71700.45,0.00,105760.84,68758.54
,AIR LOOP 5 AHU COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,AIR LOOP 5,123134.353,-999.000,2.365523,0.00800011,-999.000,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 15:00:00,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 16:00:00,123134.35,53589.35,2.365523,31.67,26.01,0.01896822,14.16,13.22,0.00906098,31.67,0.01896822,26.01,98.0098,24.00,0.01097386,58.8171,40935.04,0.00,71726.26,46623.12
,AIR LOOP 6 AHU COOLING COIL,Coil:Cooling:Water,AirLoopHVAC,AIR LOOP 6,171949.783,-999.000,3.282564,0.01117167,-999.000,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 15:00:00,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,171949.78,75616.26,3.282564,31.99,26.08,0.01894600,14.16,13.22,0.00906096,31.99,0.01894600,26.08,100.0000,24.00,0.01024887,54.9956,66370.92,0.00,99680.56,64773.05


----------------------------------------------------------------------------------------------------
REPORT:,System Summary
FOR:,Entire Facility
Economizer

,,High Limit Shutoff Control,Minimum Outdoor Air [m3/s],Maximum Outdoor Air [m3/s],Return Air Temp Limit,Return Air Enthalpy Limit,Outdoor Air Temperature Limit [C],Outdoor Air Enthalpy Limit [C]
,None,,,,,,,


Demand Controlled Ventilation using Controller:MechanicalVentilation

,,Controller:MechanicalVentilation Name,Outdoor Air Per Person [m3/s-person],Outdoor Air Per Area [m3/s-m2],Outdoor Air Per Zone [m3/s],Outdoor Air ACH [ach],Outdoor Air Method,Outdoor Air Schedule Name,Air Distribution Effectiveness in Cooling Mode,Air Distribution Effectiveness in Heating Mode,Air Distribution Effectiveness Schedule Name
,BASEMENT2:B1XGYM,AIR LOOP 2 AHU MECHANICAL VENTILATION CONTROLLER,0.005000,0.000000,0.000000,0.000000,Sum,ON 24/7,1.00,1.00,
,BASEMENT2:B1XSHOP,AIR LOOP 2 AHU MECHANICAL VENTILATION CONTROLLER,0.010000,0.000000,0.000000,0.000000,Sum,ON 24/7,1.00,1.00,
,BASEMENT2:B1XCANTEEN,AIR LOOP 2 AHU MECHANICAL VENTILATION CONTROLLER,0.005000,0.000000,0.000000,0.000000,Sum,ON 24/7,1.00,1.00,
,1FXEXHIBITION:ZONE1,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,1FXRECEPTION:ZONE1,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,1FXACCEEORYROOM:ZONE1,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,1FXHALL:ZONE1,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,1FXLECTUREHALL:ZONE2,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,1FXLECTUREXRESTROOM:LECTURE,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,1FXACCESSORYROOM:ZONE1,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,1FXOFFICE:ZONE1,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXLAB:ZONE1,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXLABXRESTROOM:LAB,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXOFFICEXLAB:OFFICE,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXOFFICEXLAB:LAB,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXMEETINGROOM:ZONE1,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXOFFICEXAC:OFFICE,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXLABXRESTROOM1:LAB,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXLAB1:ZONE1,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXOFFICEXLABQ1:OFFICE,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXOFFICEXLABQ1:LAB,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXMEETINGROOM1:ZONE1,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXLAB:ZONE1,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXLABXRESTROOM:LAB,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXMEETINGROOM:ZONE1,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,2FXFFCXC1XDYLGHT:OFFICE,AIR LOOP AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXOFFICEXLAB1:OFFICE,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXOFFICEXLAB1:LAB,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXOFFICEXLAB:OFFICE,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXOFFICEXLAB:LAB,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXLABXRESTROOM1:LAB,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXLAB1:ZONE1,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXMEETINGROOM1:ZONE1,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXLAB:ZONE1,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXLABXRESTROOM:LAB,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXMEETINGROOM:ZONE1,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXOFFICEXLAB:OFFICE,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXOFFICEXLAB:LAB,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXOFFICEXLAB1:OFFICE,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXOFFICEXLAB1:LAB,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXLABXRESTROOMQ1:LAB,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXLAB1:ZONE1,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXMEETINGROOM1:ZONE1,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXFFCXCXDYLGHTNG:OFFICE,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,4FXOFFICEXAC1:OFFICE,AIR LOOP 4 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXOFFICEXAC:OFFICE,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXFFCXC1XDYLGHTNG:OFFICE,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXOFFICEXLAB:OFFICE,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXOFFICEXLAB:LAB,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXOFFICEXLABQ1:OFFICE,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXOFFICEXLABQ1:LAB,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXLABXRESTROOM:LAB,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXLAB:ZONE1,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXMEETINGROOM:ZONE1,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXMEETINGROOM1:ZONE1,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXLAB1:ZONE1,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,5FXLABXRESTROOM1:LAB,AIR LOOP 6 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXFFCXCXDYLGHTNG:OFFICE,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,3FXOFFICEXAC1:OFFICE,AIR LOOP 3 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,
,BASEMENT2:B1XCORRIDOR,AIR LOOP 2 AHU MECHANICAL VENTILATION CONTROLLER,0.000000,0.000000,0.000000,0.000000,Sum,ON 24/7,1.00,1.00,
,BASEMENT2:B1XEQUIPMENTROOM,AIR LOOP 2 AHU MECHANICAL VENTILATION CONTROLLER,0.005000,0.000000,0.000000,0.000000,Sum,ON 24/7,1.00,1.00,
,1FXSERVICEROOM:ZONE1,AIR LOOP 5 AHU MECHANICAL VENTILATION CONTROLLER,0.009440,0.000000,0.000000,0.000000,Flow/Person,ON 24/7,1.00,1.00,


Time Not Comfortable Based on Simple ASHRAE 55-2004

,,Winter Clothes [hr],Summer Clothes [hr],Summer or Winter Clothes [hr]
,BASEMENT2:B1XCORE,8.00,8.00,8.00
,BASEMENT2:B1XGYM,48.00,48.00,48.00
,BASEMENT2:B1XSHOP,48.00,48.00,48.00
,BASEMENT2:B1XCANTEEN,56.00,56.00,56.00
,1FXEXHIBITION:ZONE1,44.00,42.50,42.50
,1FXRECEPTION:ZONE1,48.00,19.00,19.00
,1FXACCEEORYROOM:ZONE1,40.00,6.50,6.50
,1FXHALL:ZONE1,48.00,26.50,26.50
,1FXLECTUREHALL:ZONE2,33.00,33.00,33.00
,1FXLECTUREXRESTROOM:LECTURE,33.00,33.00,33.00
,1FXACCESSORYROOM:ZONE1,40.00,8.50,8.50
,1FXOFFICE:ZONE1,44.00,12.50,12.50
,2FXLAB:ZONE1,44.00,4.00,4.00
,2FXLABXRESTROOM:LAB,44.00,5.50,5.50
,2FXOFFICEXLAB:OFFICE,44.00,35.50,35.50
,2FXOFFICEXLAB:LAB,44.00,17.00,17.00
,2FXMEETINGROOM:ZONE1,44.00,41.00,41.00
,2FXOFFICEXAC:OFFICE,44.00,12.50,12.50
,2FXLABXRESTROOM1:LAB,44.00,6.00,6.00
,2FXLAB1:ZONE1,44.00,5.00,5.00
,2FXOFFICEXLABQ1:OFFICE,44.00,13.50,13.50
,2FXOFFICEXLABQ1:LAB,44.00,6.00,6.00
,2FXMEETINGROOM1:ZONE1,44.00,41.50,41.50
,3FXLAB:ZONE1,44.00,7.50,7.50
,3FXLABXRESTROOM:LAB,44.00,4.50,4.50
,3FXMEETINGROOM:ZONE1,44.00,27.00,27.00
,2FXFFCXC1XDYLGHT:OFFICE,44.00,20.50,20.50
,3FXOFFICEXLAB1:OFFICE,44.00,6.00,6.00
,3FXOFFICEXLAB1:LAB,44.00,3.50,3.50
,3FXOFFICEXLAB:OFFICE,44.00,4.50,4.50
,3FXOFFICEXLAB:LAB,44.00,4.00,4.00
,3FXLABXRESTROOM1:LAB,44.00,4.00,4.00
,3FXLAB1:ZONE1,44.00,11.00,11.00
,3FXMEETINGROOM1:ZONE1,44.00,28.00,28.00
,4FXLAB:ZONE1,44.00,6.50,6.50
,4FXLABXRESTROOM:LAB,44.00,6.00,6.00
,4FXMEETINGROOM:ZONE1,44.00,25.50,25.50
,4FXOFFICEXLAB:OFFICE,44.00,27.50,27.50
,4FXOFFICEXLAB:LAB,44.00,5.00,5.00
,4FXOFFICEXLAB1:OFFICE,44.00,5.50,5.50
,4FXOFFICEXLAB1:LAB,44.00,4.00,4.00
,4FXLABXRESTROOMQ1:LAB,44.00,6.00,6.00
,4FXLAB1:ZONE1,44.00,13.00,13.00
,4FXMEETINGROOM1:ZONE1,44.00,26.00,26.00
,4FXFFCXCXDYLGHTNG:OFFICE,44.00,6.50,6.50
,4FXOFFICEXAC1:OFFICE,44.00,6.00,6.00
,5FXOFFICEXAC:OFFICE,44.00,6.00,6.00
,5FXFFCXC1XDYLGHTNG:OFFICE,44.00,6.00,6.00
,5FXOFFICEXLAB:OFFICE,44.00,3.50,3.50
,5FXOFFICEXLAB:LAB,44.00,2.50,2.50
,5FXOFFICEXLABQ1:OFFICE,44.00,11.00,11.00
,5FXOFFICEXLABQ1:LAB,44.00,3.50,3.50
,5FXLABXRESTROOM:LAB,44.00,4.00,4.00
,5FXLAB:ZONE1,44.00,7.00,7.00
,5FXMEETINGROOM:ZONE1,44.00,22.50,22.50
,5FXMEETINGROOM1:ZONE1,44.00,22.00,22.00
,5FXLAB1:ZONE1,44.00,7.00,7.00
,5FXLABXRESTROOM1:LAB,44.00,3.50,3.50
,3FXFFCXCXDYLGHTNG:OFFICE,44.00,10.50,10.50
,3FXOFFICEXAC1:OFFICE,44.00,6.50,6.50
,BASEMENT2:B1XSERVERROOM,0.00,0.00,0.00
,BASEMENT2:B1XCORRIDOR,0.00,0.00,0.00
,BASEMENT2:B1XEQUIPMENTROOM,0.00,0.00,0.00
,1FXLECTUREXRESTROOM:RESTROOM,0.00,0.00,0.00
,1FXSERVICEROOM:ZONE1,0.00,0.00,0.00
,2FXLABXRESTROOM:RESTROOM,0.00,0.00,0.00
,2FXOFFICEXLAB:AC,0.00,0.00,0.00
,2FXLABXRESTROOM1:RESTROOM,0.00,0.00,0.00
,2FXOFFICEXLABQ1:AC,0.00,0.00,0.00
,3FXLABXRESTROOM:RESTROOM,0.00,0.00,0.00
,3FXOFFICEXLAB1:AC,0.00,0.00,0.00
,3FXOFFICEXLAB:RESTROOM,0.00,0.00,0.00
,3FXLABXRESTROOM1:RESTROOM,0.00,0.00,0.00
,4FXLABXRESTROOM:RESTROOM,0.00,0.00,0.00
,4FXOFFICEXLAB:AC,0.00,0.00,0.00
,4FXOFFICEXLAB1:AC,0.00,0.00,0.00
,4FXLABXRESTROOMQ1:RESTROOM,0.00,0.00,0.00
,5FXOFFICEXLAB:AC,0.00,0.00,0.00
,5FXOFFICEXLABQ1:AC,0.00,0.00,0.00
,5FXLABXRESTROOM:RESTROOM,0.00,0.00,0.00
,5FXLABXRESTROOM1:RESTROOM,0.00,0.00,0.00
,BLOCK3:ZONE1,48.00,48.00,48.00
,Facility,64.00,64.00,64.00
Aggregated over the Design Days


Time Setpoint Not Met

,,During Heating [hr],During Cooling [hr],During Occupied Heating [hr],During Occupied Cooling [hr]
,BASEMENT2:B1XCORE,0.00,74.50,0.00,8.00
,BASEMENT2:B1XGYM,0.00,48.00,0.00,12.00
,BASEMENT2:B1XSHOP,0.00,48.00,0.00,12.00
,BASEMENT2:B1XCANTEEN,0.00,48.00,0.00,8.00
